,administrative_area_level_1,country,administrative_area_level_2
0,Northern Ostrobothnia,Finland,Oulunkaari
0,Lapland,Finland,Northern Lapland
0,North Savo,Finland,North Eastern Savonia
0,Lapland,Finland,Rovaniemi
0,Lapland,Finland,Tunturi Lapland
0,North Karelia,Finland,Pielinen Karelia
0,Pirkanmaa,Finland,Tampere
0,Lapland,Finland,Meänmaa
0,Northern Ostrobothnia,Finland,Koillismaa
0,Kymenlaakso,Finland,Kotka-Hamina sub-region
0,Päijänne Tavastia,Finland,Lahti sub-region
0,South Savo,Finland,Nyslott
0,Lapland,Finland,Meänmaa
0,Uusimaa,Finland,Helsinki
0,Southern Ostrobothnia,Finland,Seinäjoki sub-region
0,Lapland,Finland,Kemi-Tornio sub-region
0,Kymenlaakso,Finland,Kouvola sub-region
0,Uusimaa,Finland,Helsinki
0,Central Ostrobothnia,Finland,Kaustinen sub-region
0,Southern Ostrobothnia,Finland,Suupohja
0,Southern Ostrobothnia,Finland,Suupohja
0,South Karelia,Finland,Imatrankoski
0,Satakunta,Finland,Pori sub-region
0,Uusimaa,Finland,Helsinki
0,Central Finland,Finland,Jyväskylä
0,Baranya,Hungary,Pécs District
0,Innlandet,Norway,Gausdal Municipality
0,Viken,Norway,Hemsdal Municipality
0,Innlandet,Norway,Vang Municipality
0,Møre og Romsdal,Norway,Molde
0,Vestland,Norway,Sogndal Municipality
0,Møre og Romsdal,Norway,Ørsta Municipality
0,Møre og Romsdal,Norway,Volda Municipality
0,Vestland,Norway,Luster Municipality
0,Innlandet,Norway,Vågå Municipality
0,Innlandet,Norway,Lom Municipality
0,Innlandet,Norway,Nord-Aurdal Municipality
0,Møre og Romsdal,Norway,Vestnes
0,Møre og Romsdal,Norway,Fjord
0,Innlandet,Norway,Vestre Slidre Municipality
0,Nordland,Norway,Bodø Municipality
0,Innlandet,Norway,Os Municipality
0,Innlandet,Norway,Åmot Municipality
0,Troms og Finnmark fylke,Norway,Hammerfest Municipality
0,Viken,Norway,Nore og Uvdal Municipality
0,Innlandet,Norway,Nordre Land Municipality
0,Agder,Norway,Kvinesdal Municipality
0,Nordland,Norway,Rana Municipality
0,Vestfold og Telemark,Norway,Tinn Municipality
0,Agder,Norway,Åseral Municipality
0,Viken,Norway,Ål Municipality
0,Lviv Oblast,Ukraine,Skolivs'kyi district
0,Lviv Oblast,Ukraine,Skolivs'kyi district
0,Tyrol,Austria,Innsbruck-Land District
0,Zakarpattia Oblast,Ukraine,Tyachivs'kyi district
0,Lviv Oblast,Ukraine,Skolivs'kyi district
0,Silesian Voivodeship,Poland,Bielsko County
0,Lesser Poland Voivodeship,Poland,Gorlice County
0,Republika Srpska,Bosnia and Herzegovina,
0,British Columbia,Canada,Central Okanagan
0,Styria,Austria,Liezen District
0,Isfahan Province,Iran,
0,Salzburg,Austria,St. Johann im Pongau District
0,Styria,Austria,Murau District
0,Warmian-Masurian Voivodeship,Poland,Mrągowo County
0,Silesian Voivodeship,Poland,Cieszyn County
0,Lesser Poland Voivodeship,Poland,Nowy Sącz County
0,St. Gallen,Switzerland,Toggenburg District
0,Chagang,North Korea,
0,Bavaria,Germany,Upper Bavaria
0,Tyrol,Austria,Landeck District
0,Colorado,United States,Larimer County
0,Styria,Austria,Bruck-Mürzzuschlag District
0,Colorado,United States,Grand County
0,Utah,United States,Morgan County
0,Satakunta,Finland,Pori sub-region
0,Northern Ostrobothnia,Finland,Oulu sub-region
0,South Savo,Finland,Mikkeli sub-region
0,North Savo,Finland,Varkaus sub-region
0,Pirkanmaa,Finland,Tampere
0,Pirkanmaa,Finland,Southern Pirkanmaa
0,Northern Ostrobothnia,Finland,Ylivieska sub-region
0,North Karelia,Finland,Nyslott
0,Ostrobothnia,Finland,Vaasa Province
0,Satakunta,Finland,Pori sub-region
0,Central Finland,Finland,Äänekoski
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Grisons,Switzerland,Maloja District
0,Grisons,Switzerland,Viamala
0,Catalonia,Spain,Lleida
0,Chüy Region,Kyrgyzstan,Chui
0,Almaty Province,Kazakhstan,
0,Kahramanmaraş,Türkiye,Dulkadiroğlu
0,Ankara,Türkiye,Çankaya
0,New Brunswick,Canada,York County
0,New Hampshire,United States,Carroll County
0,Budapest,Hungary,Budapest
0,Saskatchewan,Canada,
0,Grisons,Switzerland,Viamala
0,Grisons,Switzerland,Surselva District
0,Colorado,United States,Gunnison County
0,Colorado,United States,Grand County
0,Bavaria,Germany,Upper Bavaria
0,Wisconsin,United States,Buffalo County
0,Colorado,United States,Lake County
0,Colorado,United States,Pitkin County
0,Pennsylvania,United States,Somerset County
0,Colorado,United States,Routt County
0,Colorado,United States,Gunnison County
0,Ontario,Canada,Simcoe County
0,Utah,United States,Sanpete County
0,Utah,United States,Daggett County
0,Colorado,United States,Mesa County
0,Colorado,United States,Boulder County
0,Colorado,United States,Routt County
0,Colorado,United States,Teller County
0,Colorado,United States,Teller County
0,Colorado,United States,Teller County
0,Colorado,United States,Grand County
0,Hokkaido,Japan,Kamikawa District
0,Minnesota,United States,Cook County
0,Minnesota,United States,Carlton County
0,Minnesota,United States,St. Louis County
0,Quebec,Canada,Montreal
0,Alberta,Canada,Foothills County
0,Alberta,Canada,
0,Utah,United States,Salt Lake County
0,Alberta,Canada,
0,Minnesota,United States,St. Louis County
0,Vermont,United States,Rutland County
0,Massachusetts,United States,Berkshire County
0,Alaska,United States,Anchorage Municipality
0,Minnesota,United States,St. Louis County
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Savoie
0,Auvergne-Rhône-Alpes,France,Haute-Savoie
0,Auvergne-Rhône-Alpes,France,Savoie
0,Hauts-de-France,France,Pas-de-Calais
0,Auvergne-Rhône-Alpes,France,Rhône
0,Quebec,Canada,Laurentides
0,Auvergne-Rhône-Alpes,France,Savoie
0,Bourgogne-Franche-Comté,France,Saône-et-Loire
0,Gunma,Japan,Agatsuma District
0,Gunma,Japan,Agatsuma District
0,Auvergne-Rhône-Alpes,France,Isere
0,Gunma,Japan,Tone District
0,Colorado,United States,Jefferson County
0,Quebec,Canada,Montreal
0,Vermont,United States,Windsor County
0,Vermont,United States,Windsor County
0,Hradec Králové Region,Czechia,Trutnov District
0,Oregon,United States,Wallowa County
0,Bavaria,Germany,Lower Bavaria
0,Zakarpattia Oblast,Ukraine,Mizhhirs'kyi district
0,Cherkasy Oblast,Ukraine,Zvenyhorods'kyi district
0,Chernivtsi Oblast,Ukraine,Vyzhnyts'kyi district
0,Silesian Voivodeship,Poland,Żywiec County
0,Žilina Region,Slovakia,Čadca District
0,Pennsylvania,United States,Monroe County
0,Silesian Voivodeship,Poland,Żywiec County
0,Illinois,United States,McHenry County
0,Silesian Voivodeship,Poland,Bielsko County
0,Appenzell Innerrhoden,Switzerland,Appenzell District
0,St. Gallen,Switzerland,Toggenburg District
0,New Hampshire,United States,Strafford County
0,Piedmont,Italy,Province of Verbano-Cusio-Ossola
0,Ticino,Switzerland,Vallemaggia District
0,Lombardy,Italy,Province of Varese
0,Auvergne-Rhône-Alpes,France,Savoie
0,Piedmont,Italy,Province of Verbano-Cusio-Ossola
0,Tyrol,Austria,Kufstein District
0,Tyrol,Austria,Kufstein District
0,Nagano,Japan,
0,Trentino-South Tyrol,Italy,Autonomous Province of Bolzano – South Tyrol
0,Hebei,China,
0,Oregon,United States,Klamath County
0,Baden-Württemberg,Germany,Tübingen
0,South Dakota,United States,Jerauld County
0,New Mexico,United States,Taos County
0,Massachusetts,United States,Essex County
0,Valais,Switzerland,Hérens District
0,Washington,United States,Yakima County
0,Wisconsin,United States,Milwaukee County
0,Pennsylvania,United States,Pike County
0,Bourgogne-Franche-Comté,France,Jura
0,Bourgogne-Franche-Comté,France,Jura
0,Auvergne-Rhône-Alpes,France,Ain
0,Provence-Alpes-Côte d'Azur,France,Alpes-de-Haute-Provence
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Quebec,Canada,Capitale-Nationale
0,Quebec,Canada,Capitale-Nationale
0,Quebec,Canada,Chaudière-Appalaches
0,Iowa,United States,Scott County
0,Piedmont,Italy,Province of Cuneo
0,Piedmont,Italy,Province of Cuneo
0,Illinois,United States,McHenry County
0,Indiana,United States,LaPorte County
0,Valais,Switzerland,Goms District
0,Valais,Switzerland,Entremont District
0,Valais,Switzerland,Brig District
0,Utah,United States,Daggett County
0,Pennsylvania,United States,Lehigh County
0,Bavaria,Germany,Upper Bavaria
0,Neuchâtel,Switzerland,
0,British Columbia,Canada,Columbia-Shuswap
0,Wisconsin,United States,Douglas County
0,Vermont,United States,Orange County
0,England,United Kingdom,Cumbria
0,Vermont,United States,Orange County
0,British Columbia,Canada,Fraser Valley
0,Colorado,United States,Routt County
0,Colorado,United States,Routt County
0,Minnesota,United States,Lake County
0,Virginia,United States,Fairfax County
0,Pirkanmaa,Finland,Upper Pirkanmaa
0,Central Finland,Finland,Saarijärvi-Viitasaari sub-region
0,North Savo,Finland,Upper Savonia
0,Massachusetts,United States,Bristol County
0,Wisconsin,United States,La Crosse County
0,Wisconsin,United States,Outagamie County
0,Alberta,Canada,MacKenzie County
0,Araucania,Chile,Malleco Province
0,Maine,United States,Aroostook County
0,Neuquen,Argentina,Lácar Department
0,Canton of Bern,Switzerland,Frutigen-Niedersimmental
0,Neuquen,Argentina,Aluminé Department
0,Michigan,United States,Gogebic County
0,Wisconsin,United States,Door County
0,Wisconsin,United States,Brown County
0,Wisconsin,United States,Vilas County
0,West Virginia,United States,Randolph County
0,West Virginia,United States,Pocahontas County
0,Mendoza Province,Argentina,Malargüe Department
0,Mendoza Province,Argentina,Malargüe Department
0,Wisconsin,United States,Walworth County
0,Chubut Province,Argentina,Futaleufú Department
0,Wisconsin,United States,Sheboygan County
0,Wisconsin,United States,Sauk County
0,Nidwalden,Switzerland,Nidwalden
0,Nidwalden,Switzerland,Nidwalden
0,Wisconsin,United States,Racine County
0,Wisconsin,United States,Fond du Lac County
0,Illinois,United States,Lake County
0,Castile and León,Spain,Burgos
0,Utrecht,Netherlands,Utrecht
0,Michigan,United States,Keweenaw County
0,Grisons,Switzerland,Moesa District
0,California,United States,Placer County
0,Iowa,United States,Tama County
0,Massachusetts,United States,Hampshire County
0,Bavaria,Germany,Upper Bavaria
0,Massachusetts,United States,Hampshire County
0,Massachusetts,United States,Middlesex County
0,New York,United States,St. Lawrence County
0,Massachusetts,United States,Essex County
0,Tennessee,United States,Cumberland County
0,Alberta,Canada,Flagstaff County
0,Illinois,United States,Winnebago County
0,Alberta,Canada,Parkland County
0,Maryland,United States,Frederick County
0,Wisconsin,United States,Columbia County
0,Colorado,United States,Pitkin County
0,New York,United States,Hamilton County
0,Saskatchewan,Canada,Lumsden No. 189
0,Pennsylvania,United States,Erie County
0,Maryland,United States,Baltimore County
0,Saxony,Germany,
0,Saxony,Germany,
0,Tehran Province,Iran,
0,Maine,United States,York County
0,New Hampshire,United States,Carroll County
0,Baden-Württemberg,Germany,Tübingen
0,Alberta,Canada,Wood Buffalo
0,Wyoming,United States,Natrona County
0,Ohio,United States,Geauga County
0,Manitoba,Canada,Wallace – Woodworth
0,Jilin,China,
0,North Dakota,United States,Rolette County
0,Wisconsin,United States,Marinette County
0,Georgia,United States,Cobb County
0,New York,United States,Onondaga County
0,Viken,Norway,Flå Municipality
0,Iowa,United States,Woodbury County
0,Michigan,United States,Newaygo County
0,Michigan,United States,Oakland County
0,Viken,Norway,Sarpsborg Municipality
0,Lower Austria,Austria,Wiener Neustadt-Land District
0,Lower Austria,Austria,Scheibbs District
0,Arizona,United States,Coconino County
0,Agder,Norway,Vegårshei
0,Quebec,Canada,Laurentides
0,British Columbia,Canada,Thompson-Nicola
0,Bavaria,Germany,Upper Bavaria
0,British Columbia,Canada,Kootenay Boundary
0,British Columbia,Canada,East Kootenay
0,British Columbia,Canada,Stikine Region
0,British Columbia,Canada,Columbia-Shuswap
0,British Columbia,Canada,Kitimat-Stikine
0,Idrija,Slovenia,Municipality of Idrija
0,Innlandet,Norway,Dovre Municipality
0,Innlandet,Norway,Sel Municipality
0,Colorado,United States,Douglas County
0,Innlandet,Norway,Nord-Fron Municipality
0,Viken,Norway,Rollag Municipality
0,Viken,Norway,Rælingen Municipality
0,Oslo,Norway,Oslo Municipality
0,Viken,Norway,Bærum
0,Innlandet,Norway,Hamar Municipality
0,Viken,Norway,Våler Municipality
0,Vestfold og Telemark,Norway,Nissedal Municipality
0,Troms og Finnmark fylke,Norway,Bardu Municipality
0,Rogaland,Norway,Gjesdal Municipality
0,Møre og Romsdal,Norway,Surnadal Municipality
0,Trøndelag,Norway,Levanger Municipality
0,Viken,Norway,Nannestad Municipality
0,Oslo,Norway,Oslo Municipality
0,Viken,Norway,Lillestrøm
0,Viken,Norway,Gjerdrum Municipality
0,Rogaland,Norway,Suldal
0,Trøndelag,Norway,Orkland
0,Trøndelag,Norway,Trondheim Municipality
0,Trøndelag,Norway,Røyrvik Municipality
0,Trøndelag,Norway,Inderøy Municipality
0,Viken,Norway,Ullensaker Municipality
0,Nordland,Norway,Sortland Municipality
0,Troms og Finnmark fylke,Norway,Sor-Varanger
0,Troms og Finnmark fylke,Norway,Hammerfest Municipality
0,Troms og Finnmark fylke,Norway,Lyngen Municipality
0,Viken,Norway,Nordre Follo
0,Guarda District,Portugal,Manteigas
0,Capital Region of Denmark,Denmark,Copenhagen Municipality
0,Henan,China,
0,Central Finland,Finland,Saarijärvi-Viitasaari sub-region
0,Bavaria,Germany,Upper Bavaria
0,Nagano,Japan,Kiso District
0,Bavaria,Germany,Middle Franconia
0,Washington,United States,Spokane County
0,Lviv Oblast,Ukraine,
0,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Canton 10
0,Gunma,Japan,Tone District
0,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Canton 10
0,Hyogo,Japan,Kanzaki District
0,Hyogo,Japan,Kanzaki District
0,South Bohemian Region,Czechia,Prachatice District
0,Plzeň Region,Czechia,Klatovy District
0,Liberec Region,Czechia,Česká Lípa District
0,Ústí nad Labem Region,Czechia,Děčín District
0,Karlovy Vary Region,Czechia,Karlovy Vary District
0,Karlovy Vary Region,Czechia,Karlovy Vary District
0,Karlovy Vary Region,Czechia,Karlovy Vary District
0,Ústí nad Labem Region,Czechia,Chomutov District
0,Karlovy Vary Region,Czechia,Karlovy Vary District
0,Ústí nad Labem Region,Czechia,Chomutov District
0,Karlovy Vary Region,Czechia,Karlovy Vary District
0,Ústí nad Labem Region,Czechia,Chomutov District
0,South Bohemian Region,Czechia,Český Krumlov District
0,South Bohemian Region,Czechia,Prachatice District
0,Vysočina Region,Czechia,Žďár nad Sázavou District
0,Liberec Region,Czechia,Semily District
0,Vysočina Region,Czechia,Třebíč District
0,Pardubice Region,Czechia,Chrudim District
0,Vysočina Region,Czechia,Žďár nad Sázavou District
0,Vysočina Region,Czechia,Žďár nad Sázavou District
0,Vysočina Region,Czechia,Havlíčkův Brod District
0,Vysočina Region,Czechia,Žďár nad Sázavou District
0,Vysočina Region,Czechia,Jihlava District
0,Zlín Region,Czechia,Vsetín District
0,Ontario,Canada,Simcoe County
0,Olomouc Region,Czechia,Šumperk District
0,Vysočina Region,Czechia,Jihlava District
0,Vysočina Region,Czechia,Jihlava District
0,Vysočina Region,Czechia,Žďár nad Sázavou District
0,Vysočina Region,Czechia,Havlíčkův Brod District
0,South Bohemian Region,Czechia,Prachatice District
0,Plzeň Region,Czechia,Tachov District
0,Central Bohemian Region,Czechia,Příbram District
0,Plzeň Region,Czechia,Klatovy District
0,Plzeň Region,Czechia,Klatovy District
0,Vysočina Region,Czechia,Žďár nad Sázavou District
0,Pardubice Region,Czechia,Svitavy District
0,Plzeň Region,Czechia,Klatovy District
0,New York,United States,Essex County
0,Nagano,Japan,
0,Vysočina Region,Czechia,Pelhřimov District
0,Prešov Region,Slovakia,Poprad District
0,Prešov Region,Slovakia,Poprad District
0,Zlín Region,Czechia,Vsetín District
0,Zlín Region,Czechia,Vsetín District
0,Moravian-Silesian Region,Czechia,Bruntál District
0,Moravian-Silesian Region,Czechia,Bruntál District
0,Castile and León,Spain,León
0,Olomouc Region,Czechia,Šumperk District
0,Olomouc Region,Czechia,Jeseník District
0,Olomouc Region,Czechia,Jeseník District
0,Moravian-Silesian Region,Czechia,Bruntál District
0,Pardubice Region,Czechia,Ústí nad Orlicí District
0,Moravian-Silesian Region,Czechia,Ostrava-City District
0,Olomouc Region,Czechia,Jeseník District
0,Moravian-Silesian Region,Czechia,Nový Jičín District
0,Pardubice Region,Czechia,Ústí nad Orlicí District
0,Hradec Králové Region,Czechia,Rychnov nad Kněžnou District
0,Pardubice Region,Czechia,Ústí nad Orlicí District
0,Hradec Králové Region,Czechia,Náchod District
0,Hradec Králové Region,Czechia,Rychnov nad Kněžnou District
0,Liberec Region,Czechia,Semily District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Hradec Králové Region,Czechia,Trutnov District
0,Hradec Králové Region,Czechia,Trutnov District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Hradec Králové Region,Czechia,Trutnov District
0,Hradec Králové Region,Czechia,Jičín District
0,Hradec Králové Region,Czechia,Trutnov District
0,Hradec Králové Region,Czechia,Trutnov District
0,Liberec Region,Czechia,Liberec District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Liberec Region,Czechia,Semily District
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Zlín Region,Czechia,Vsetín District
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Zlín Region,Czechia,Vsetín District
0,Liberec Region,Czechia,Semily District
0,Liberec Region,Czechia,Semily District
0,Zlín Region,Czechia,Uherské Hradiště District
0,Olomouc Region,Czechia,Šumperk District
0,Zlín Region,Czechia,Zlín District
0,South Bohemian Region,Czechia,Tábor District
0,Zlín Region,Czechia,Vsetín District
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Zlín Region,Czechia,Vsetín District
0,Zlín Region,Czechia,Uherské Hradiště District
0,Zlín Region,Czechia,Vsetín District
0,Banská Bystrica Region,Slovakia,Brezno District
0,Žilina Region,Slovakia,Liptovský Mikuláš District
0,Žilina Region,Slovakia,Námestovo District
0,Žilina Region,Slovakia,Martin District
0,Žilina Region,Slovakia,Tvrdošín District
0,Žilina Region,Slovakia,Tvrdošín District
0,Banská Bystrica Region,Slovakia,Rimavská Sobota District
0,Prešov Region,Slovakia,Bardejov District
0,Banská Bystrica Region,Slovakia,Detva District
0,Žilina Region,Slovakia,Námestovo District
0,Košice Region,Slovakia,Spišská Nová Ves District
0,Košice Region,Slovakia,Spišská Nová Ves District
0,Žilina Region,Slovakia,Dolný Kubín District
0,Banská Bystrica Region,Slovakia,Žarnovica District
0,Banská Bystrica Region,Slovakia,Banská Bystrica District
0,Košice Region,Slovakia,Spišská Nová Ves District
0,Žilina Region,Slovakia,Liptovský Mikuláš District
0,Banská Bystrica Region,Slovakia,Detva District
0,Banská Bystrica Region,Slovakia,Brezno District
0,Prešov Region,Slovakia,Poprad District
0,Prešov Region,Slovakia,Poprad District
0,Prešov Region,Slovakia,Bardejov District
0,Žilina Region,Slovakia,Dolný Kubín District
0,Žilina Region,Slovakia,Kysucké Nové Mesto District
0,Trenčín Region,Slovakia,Považská Bystrica District
0,Banská Bystrica Region,Slovakia,Brezno District
0,Vaud,Switzerland,Lausanne District
0,Maine,United States,Hancock County
0,Vermont,United States,Chittenden County
0,Northwest Territories,Canada,Fort Smith Region
0,Maine,United States,Waldo County
0,,Antarctica,
0,North Rhine-Westphalia,Germany,Arnsberg
0,Tyrol,Austria,Landeck District
0,Quebec,Canada,Capitale-Nationale
0,California,United States,El Dorado County
0,Akita,Japan,
